Date,Open,High,Low,Close,Adj Close,Volume
2021-01-04,139.66000366210938,139.86000061035156,136.35000610351562,137.82000732421875,125.56048583984375,8330900
2021-01-05,137.99000549316406,138.9199981689453,136.27000427246094,138.6999969482422,126.3621826171875,6856400
2021-01-06,138.77000427246094,141.0399932861328,138.60000610351562,140.16000366210938,127.69230651855469,10578000
2021-01-07,139.75,140.1300048828125,138.0399932861328,138.85000610351562,126.49887084960938,7355400
2021-01-08,138.47000122070312,139.05999755859375,137.0,138.7899932861328,126.44416809082031,7448500
2021-01-11,138.75,139.44000244140625,137.60000610351562,137.85000610351562,125.58783721923828,7239900
2021-01-12,137.85000610351562,138.25,136.24000549316406,137.0500030517578,124.85894775390625,6333500
2021-01-13,137.10000610351562,138.07000732421875,137.10000610351562,137.25999450683594,125.05027770996094,6078800
2021-01-14,137.42999267578125,137.64999389648438,135.27999877929688,135.8000030517578,123.72016906738281,6172800
2021-01-15,135.25,136.1999969482422,134.66000366210938,134.77999877929688,122.7908706665039,7757600
2021-01-19,135.6999969482422,136.36000061035156,133.55999755859375,133.60000610351562,121.71583557128906,9184900
2021-01-20,132.52999877929688,133.8000030517578,131.25999450683594,131.92999267578125,120.19439697265625,12506600
2021-01-21,130.64999389648438,131.99000549316406,130.50999450683594,131.00999450683594,120.07615661621094,8761600
2021-01-22,131.02000427246094,131.47000122070312,129.99000549316406,130.0,119.15046691894531,7202800
2021-01-25,129.9499969482422,133.0,129.89999389648438,132.24000549316406,121.20353698730469,9640000
2021-01-26,132.25,133.47000122070312,131.42999267578125,133.08999633789062,121.98258972167969,5996700
2021-01-27,132.38999938964844,133.10000610351562,127.69999694824219,128.3800048828125,117.66566467285156,10826700
2021-01-28,127.83999633789062,131.64999389648438,127.44000244140625,130.36000061035156,119.48040771484375,8242000
2021-01-29,130.19000244140625,130.2899932861328,128.07000732421875,128.2100067138672,117.5098648071289,8344100
2021-02-01,129.0,129.66000366210938,128.1999969482422,128.97000122070312,118.20641326904297,6534200
2021-02-02,129.60000610351562,130.72000122070312,128.69000244140625,128.7899932861328,118.04143524169922,6825600
2021-02-03,128.9499969482422,129.1999969482422,127.75,128.9499969482422,118.18809509277344,7309400
2021-02-04,129.3800048828125,129.4600067138672,128.5800018310547,129.02999877929688,118.26141357421875,6613700
2021-02-05,129.1199951171875,130.10000610351562,129.02999877929688,129.57000732421875,118.75635528564453,5063700
2021-02-08,129.92999267578125,130.10000610351562,128.11000061035156,129.1699981689453,118.38972473144531,7011200
2021-02-09,129.4600067138672,129.94000244140625,128.22999572753906,128.6699981689453,117.93145751953125,5917800
2021-02-10,128.75,129.16000366210938,127.95999908447266,128.22000122070312,117.51902770996094,8594100
2021-02-11,128.5399932861328,129.3300018310547,128.2100067138672,128.3300018310547,117.6198501586914,6139200
2021-02-12,128.0,128.1300048828125,126.58000183105469,127.62000274658203,116.9690933227539,8407300
2021-02-16,127.97000122070312,128.1699981689453,126.98999786376953,127.91999816894531,117.24405670166016,8246000
2021-02-17,127.19000244140625,129.49000549316406,127.11000061035156,128.4600067138672,117.73899841308594,8845200
2021-02-18,127.80999755859375,129.85000610351562,127.58999633789062,129.52999877929688,118.71968841552734,6936400
2021-02-19,129.35000610351562,129.44000244140625,127.0199966430664,127.12000274658203,116.51082611083984,8277900
2021-02-22,126.79000091552734,127.23999786376953,126.37999725341797,126.58000183105469,116.01589965820312,6975500
2021-02-23,127.77999877929688,129.92999267578125,127.19000244140625,127.5199966430664,116.87744903564453,10145300
2021-02-24,127.3499984741211,128.24000549316406,126.91000366210938,127.66000366210938,117.00576782226562,7263000
2021-02-25,127.48999786376953,128.99000549316406,126.29000091552734,126.58000183105469,116.01589965820312,7790800
2021-02-26,126.54000091552734,126.93000030517578,121.81999969482422,123.52999877929688,113.22042846679688,17718800
2021-03-01,124.16000366210938,125.48999786376953,124.0,124.29000091552734,113.91700744628906,7740200
2021-03-02,123.87000274658203,124.86000061035156,123.43000030517578,123.9000015258789,113.55955505371094,10206500
2021-03-03,123.7699966430664,124.19999694824219,122.79000091552734,123.16000366210938,112.8813247680664,7537000
2021-03-04,123.0999984741211,124.7699966430664,121.54000091552734,122.1500015258789,111.95561218261719,10228100
2021-03-05,122.76000213623047,126.33000183105469,122.55000305175781,125.9800033569336,115.46595764160156,10490900
2021-03-08,125.76000213623047,128.89999389648438,125.31999969482422,127.30999755859375,116.6849594116211,9224700
2021-03-09,127.6500015258789,128.9199981689453,126.05999755859375,126.18000030517578,115.64926147460938,8859700
2021-03-10,126.1500015258789,128.4199981689453,125.47000122070312,127.33999633789062,116.71246337890625,9070900
2021-03-11,127.12999725341797,127.8499984741211,126.72000122070312,126.91000366210938,116.31835174560547,6941500
2021-03-12,127.6500015258789,128.82000732421875,127.6500015258789,128.13999938964844,117.4457015991211,6521900
2021-03-15,128.38999938964844,129.0399932861328,127.19000244140625,128.55999755859375,117.83064270019531,7172600
2021-03-16,128.50999450683594,129.97999572753906,128.50999450683594,128.94000244140625,118.1789321899414,6485200
2021-03-17,129.11000061035156,129.83999633789062,128.35000610351562,128.4199981689453,117.70232391357422,6192900
2021-03-18,128.2100067138672,129.0399932861328,127.04000091552734,128.6999969482422,117.95895385742188,6871300
2021-03-19,129.10000610351562,129.74000549316406,127.9000015258789,128.00999450683594,117.32655334472656,20262100
2021-03-22,128.00999450683594,130.88999938964844,128.00999450683594,130.17999267578125,119.31542205810547,8077600
2021-03-23,130.41000366210938,133.2899932861328,129.99000549316406,132.60000610351562,121.53348541259766,9503800
2021-03-24,130.94000244140625,133.13999938964844,130.6199951171875,132.55999755859375,121.49678802490234,8318000
2021-03-25,133.08999633789062,133.6199951171875,132.0500030517578,133.47999572753906,122.34004211425781,7517300
2021-03-26,133.22000122070312,135.61000061035156,132.47999572753906,135.4499969482422,124.14561462402344,10821200
2021-03-29,135.0,137.60000610351562,135.0,137.57000732421875,126.08869171142578,11176000
2021-03-30,136.61000061035156,137.0,135.13999938964844,135.4499969482422,124.14561462402344,8090600
2021-03-31,135.67999267578125,136.75,135.25999450683594,135.42999267578125,124.12728118896484,9202600
2021-04-01,135.0500030517578,135.47999572753906,133.3300018310547,134.27999877929688,123.07325744628906,9117800
2021-04-05,134.9600067138672,137.25,134.72999572753906,136.4499969482422,125.06214904785156,8279100
2021-04-06,136.0,137.02000427246094,135.63999938964844,136.5,125.10799407958984,6180600
2021-04-07,137.1199951171875,137.3300018310547,136.25,136.74000549316406,125.32795715332031,10244500
2021-04-08,136.89999389648438,137.6300048828125,136.58999633789062,137.25999450683594,125.8045425415039,6190300
2021-04-09,136.50999450683594,137.27000427246094,135.55999755859375,136.3699951171875,124.98884582519531,5855400
2021-04-12,136.5,137.0399932861328,135.7100067138672,136.9199981689453,125.4929428100586,6440900
2021-04-13,136.02000427246094,136.38999938964844,134.83999633789062,135.11000061035156,123.83399963378906,9161200
2021-04-14,135.52000427246094,135.7899932861328,134.5800018310547,135.60000610351562,124.28311157226562,7584000
2021-04-15,135.97000122070312,137.75999450683594,135.8699951171875,137.24000549316406,125.7862548828125,7945300
2021-04-16,137.61000061035156,137.89999389648438,136.8800048828125,137.25,125.79541015625,7708500
2021-04-19,136.94000244140625,137.0800018310547,135.38999938964844,136.61000061035156,125.20882415771484,9149400
2021-04-20,134.83999633789062,138.58999633789062,133.52999877929688,137.75,126.25367736816406,10040500
2021-04-21,137.88999938964844,138.57000732421875,136.60000610351562,136.85000610351562,125.42877960205078,8465900
2021-04-22,135.3699951171875,135.7899932861328,134.05999755859375,134.6300048828125,124.18354797363281,7338300
2021-04-23,134.92999267578125,135.0800018310547,133.25,133.94000244140625,123.54708099365234,6708300
2021-04-26,133.49000549316406,133.75999450683594,131.1699981689453,131.25999450683594,121.07498931884766,9910600
2021-04-27,131.24000549316406,131.88999938964844,130.2899932861328,131.17999267578125,121.0011978149414,8296800
2021-04-28,131.7100067138672,131.85000610351562,130.8800048828125,131.39999389648438,121.20415496826172,6262800
2021-04-29,131.30999755859375,132.99000549316406,131.30999755859375,132.50999450683594,122.22801208496094,6786800
2021-04-30,132.75,133.6699981689453,132.25999450683594,133.4199981689453,123.06739807128906,9188600
2021-05-03,134.02999877929688,135.67999267578125,134.02999877929688,135.0,124.52481842041016,8070300
2021-05-04,134.97999572753906,135.8300018310547,134.2100067138672,134.5399932861328,124.10050201416016,9624000
2021-05-05,134.3699951171875,134.97000122070312,133.3699951171875,133.4600067138672,123.10431671142578,8295900
2021-05-06,134.00999450683594,135.3699951171875,133.9199981689453,135.13999938964844,124.65396118164062,9771100
2021-05-07,135.0800018310547,136.02999877929688,134.75999450683594,135.14999389648438,124.66316223144531,6299100
2021-05-10,135.88999938964844,138.4199981689453,135.69000244140625,137.6699981689453,126.98763275146484,8852700
2021-05-11,138.49000549316406,138.7899932861328,136.47000122070312,136.99000549316406,126.36040496826172,10973700
2021-05-12,136.49000549316406,137.0,135.49000549316406,135.5399932861328,125.02290344238281,8853700
2021-05-13,135.88999938964844,138.52999877929688,135.38999938964844,137.72000122070312,127.03376770019531,8753600
